"Diagram Data","Price","Salesperson","Stock Number","Vehicle Information","Creation Date","unique id"
"1743786583096x344922909522788350","82900","1724095412119x614725645865058300","3250003","1743786583096x805973420271468500","Apr 4, 2025 7:09 pm","1743786583096x885220915830587400"
"1743786584873x665659450214318100","","1724095412119x614725645865058300","8250003","1743786584873x796367988871135200","Apr 4, 2025 7:09 pm","1743786584873x210947066375962620"
"1743786586139x307020458945413100","","1724095412119x614725645865058300","GR5002","1743786586139x229426114766045200","Apr 4, 2025 7:09 pm","1743786586139x752033347063251000"
"1743786587261x667424258550136800","56900","1724095412119x614725645865058300","MK7048","1743786587261x363963167623086100","Apr 4, 2025 7:09 pm","1743786587261x659379503116058600"
"1743786588245x355501135656910850","49900","1724095412119x614725645865058300","2250004","1743786588245x527829320518860800","Apr 4, 2025 7:09 pm","1743786588245x622103816705146900"
"1743786589284x978879527638007800","61900","1724095412119x614725645865058300","KZ5007","1743786589284x445741655954030600","Apr 4, 2025 7:09 pm","1743786589284x464377512431190000"
"1743786591167x574306801779998700","71900","1724095412119x614725645865058300","KZ5001","1743786591167x802923286246195200","Apr 4, 2025 7:09 pm","1743786591167x202629613511770100"
"1743786730715x472943593535045600","27900","1720557856076x917956074753753100","GL1926","1743786730715x435028922956513300","Apr 4, 2025 7:12 pm","1743786730715x659692989257351200"
"1743786731563x656077703607484400","49900","1720557856076x917956074753753100","GK7141","1743786731563x739597249012301800","Apr 4, 2025 7:12 pm","1743786731563x202832433323442180"
"1743786732669x769076814217740300","59900","1720557856076x917956074753753100","HZ1109","1743786732669x584185785198313500","Apr 4, 2025 7:12 pm","1743786732669x174409377496170500"
"1743786733446x860090753785266200","25900","1720557856076x917956074753753100","8319","1743786733446x561944421161500700","Apr 4, 2025 7:12 pm","1743786733446x102248305126539260"
"1743786734794x675829361384882200","29900","1720557856076x917956074753753100","HN1719","1743786734794x867759172084039700","Apr 4, 2025 7:12 pm","1743786734794x368071777732001800"
"1743786735563x890013290872438800","25900","1720557856076x917956074753753100","HN1902","1743786735563x372989447143948300","Apr 4, 2025 7:12 pm","1743786735563x458088577830486000"
"1743786736297x248452401694244860","38900","1720557856076x917956074753753100","423858","1743786736297x233930113913454600","Apr 4, 2025 7:12 pm","1743786736297x858855979004461000"
"1743786737089x497701088944980000","35900","1720557856076x917956074753753100","KD8513","1743786737089x905076143895609300","Apr 4, 2025 7:12 pm","1743786737089x503876467467223000"
"1743786738630x818010514781634600","59900","1720557856076x917956074753753100","KH7568","1743786738630x895211691034542100","Apr 4, 2025 7:12 pm","1743786738630x268569761223802880"
"1743786739472x313867126147383300","46900","1720557856076x917956074753753100","291377","1743786739472x678150474171678700","Apr 4, 2025 7:12 pm","1743786739472x402942769779441660"
"1743786740370x390947450136297500","29900","1720557856076x917956074753753100","606438","1743786740370x804438121592389600","Apr 4, 2025 7:12 pm","1743786740370x941166032920772600"
"1743786741413x474176776460828700","44900","1720557856076x917956074753753100","LP7427","1743786741413x988384619536056300","Apr 4, 2025 7:12 pm","1743786741413x780631395849732100"
"1743786742366x899944947486556200","64900","1720557856076x917956074753753100","387885","1743786742366x863715060890992600","Apr 4, 2025 7:12 pm","1743786742366x125880296147517440"
"1743786743044x156651840733970430","68900","1720557856076x917956074753753100","MF6975","1743786743044x905197713128685600","Apr 4, 2025 7:12 pm","1743786743044x397192686593376260"
"1743786802545x380074574245527550","18500","1723048806279x328777167745581060","821702","1743786802545x630696037775048700","Apr 4, 2025 7:13 pm","1743786802545x484748730163003400"
"1743786803347x476907769734103000","49500","1723048806279x328777167745581060","883841","1743786803347x490541666787655700","Apr 4, 2025 7:13 pm","1743786803347x491880895565266940"
"1743786803990x669409230329479200","","1723048806279x328777167745581060","JE3492","1743786803990x399114177435664400","Apr 4, 2025 7:13 pm","1743786803990x767682488453038000"
"1743786804630x910421718451355600","","1723048806279x328777167745581060","229961","1743786804630x710905243746172900","Apr 4, 2025 7:13 pm","1743786804630x248448719134392300"
"1743786806185x762038234598604800","18500","1723048806279x328777167745581060","821704","1743786806185x692445243783774200","Apr 4, 2025 7:13 pm","1743786806185x755295211569807400"
